id_aux|food_group|food_subgroup|id_food_table|nombre_primario|nombre_secundario|orig_food_id|G_energy|G_protein|G_fiber, total dietary|G_carbohydrate|G_carbohydrate, by difference|G_fatty acids, total monounsaturated|G_fatty acids, total polyunsaturated|G_fatty acids, total saturated|G_sugars, total|G_total lipid (fat)|G_ash|M_calcium|M_chromium|M_iodine|M_iron|M_magnesium|M_manganese|M_phosphorus|M_potassium|M_selenium|M_sodium|M_zinc|M_copper|V_vit b1|V_vit b12|V_vit b2|V_vit b5|V_vit b6|V_vit b9|V_vit c|V_vit h|V_vit k|AE_alanine|AE_arginine|AE_aspartic acid|AE_cystine|AE_glutamine|AE_glycine|AE_proline|AE_serine|AE_tyrosine|ANE_histidine|ANE_isoleucine|ANE_leucine|ANE_lysine|ANE_methionine|ANE_phenylalanine|ANE_threonine|ANE_tryptophan|ANE_valine|OT_betaine|OT_caffeine|OT_choline|OT_theobromine
74|"herbs and spices"|"herbs"|165|"common sage"|"spices, sage, ground"|2038|"315,0000"|"10630,0000"|"40300,0000"|"0,0000"|"60730,0000"|"1870,0000"|"1760,0000"|"7030,0000"|"1710,0000"|"12750,0000"|"7950,0000"|"1652,0000"|"0,0000"|"0,0000"|"28,1200"|"428,0000"|"3,1330"|"91,0000"|"1070,0000"|"0,0037"|"11,0000"|"4,7000"|"0,7570"|"0,7540"|"0,0000"|"0,3360"|"0,0000"|"2,6900"|"0,2740"|"32,4000"|"0,0000"|"1,7145"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"43,6000"|"0,0000"
75|"herbs and spices"|"herbs"|167|"summer savory"|"spices, savory, ground"|2039|"272,0000"|"6730,0000"|"45700,0000"|"0,0000"|"68730,0000"|"0,0000"|"0,0000"|"3260,0000"|"0,0000"|"5910,0000"|"9630,0000"|"2132,0000"|"0,0000"|"0,0000"|"37,8800"|"377,0000"|"6,1000"|"140,0000"|"1051,0000"|"0,0046"|"24,0000"|"4,3000"|"0,8470"|"0,3660"|"0,0000"|"0,0000"|"0,0000"|"1,8100"|"0,0000"|"50,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
76|"herbs and spices"|"herbs"|19|"tarragon"|"spices, tarragon, dried"|2041|"295,4111"|"22770,0000"|"7400,0000"|"0,0000"|"50220,0000"|"474,0000"|"3698,0000"|"1881,0000"|"0,0000"|"7240,0000"|"12030,0000"|"1139,0000"|"0,0000"|"0,0000"|"32,3000"|"347,0000"|"7,9670"|"313,0000"|"3020,0000"|"0,0044"|"62,0000"|"3,9000"|"0,6770"|"0,2510"|"0,0000"|"1,3390"|"0,0000"|"2,4100"|"0,2740"|"50,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
80|"cereals and cereal products"|"cereal products"|270|"breakfast cereal"|"cereals, oats, regular and quick, not fortified, dry"|8120|"379,0631"|"13150,0000"|"10100,0000"|"0,0000"|"67700,0000"|"1980,0000"|"2300,0000"|"1110,0000"|"990,0000"|"6520,0000"|"1770,0000"|"52,0000"|"0,0000"|"0,0000"|"4,2500"|"138,0000"|"3,6300"|"410,0000"|"362,0000"|"0,0289"|"6,0000"|"3,6400"|"0,3910"|"0,4600"|"0,0000"|"0,1550"|"1,1200"|"0,1000"|"0,0320"|"0,0000"|"0,0000"|"0,0020"|"563,0000"|"850,0000"|"1217,0000"|"455,0000"|"2830,0000"|"642,0000"|"451,0000"|"705,0000"|"395,0000"|"275,0000"|"503,0000"|"980,0000"|"637,0000"|"207,0000"|"665,0000"|"382,0000"|"182,0000"|"688,0000"|"0,0000"|"0,0000"|"40,4000"|"0,0000"
81|"cereals and cereal products"|"cereal products"|270|"breakfast cereal"|"cereals, whole wheat hot natural cereal, dry"|8144|"342,0172"|"11200,0000"|"9500,0000"|"0,0000"|"75200,0000"|"283,0000"|"1008,0000"|"300,0000"|"420,0000"|"2000,0000"|"1600,0000"|"40,0000"|"0,0000"|"0,0000"|"3,3900"|"122,0000"|"3,2000"|"379,0000"|"389,0000"|"0,0707"|"2,0000"|"2,6600"|"0,4580"|"0,4000"|"0,0000"|"0,3000"|"0,9150"|"0,3910"|"0,0780"|"0,0000"|"0,0000"|"0,0024"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"23,1000"|"0,0000"
82|"cereals and cereal products"|"cereals"|205|"corn"|"cereals, corn grits, white, regular and quick, unenriched, dry"|8158|"371,0000"|"8800,0000"|"1600,0000"|"0,0000"|"79600,0000"|"300,0000"|"516,0000"|"155,0000"|"640,0000"|"1200,0000"|"400,0000"|"2,0000"|"0,0000"|"0,0000"|"1,0000"|"27,0000"|"0,1060"|"73,0000"|"137,0000"|"0,0170"|"1,0000"|"0,4100"|"0,0750"|"0,1300"|"0,0000"|"0,0400"|"0,4850"|"0,1470"|"0,0050"|"0,0000"|"0,0000"|"0,0003"|"656,0000"|"437,0000"|"610,0000"|"158,0000"|"1647,0000"|"360,0000"|"765,0000"|"417,0000"|"357,0000"|"268,0000"|"314,0000"|"1076,0000"|"247,0000"|"184,0000"|"431,0000"|"330,0000"|"62,0000"|"444,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
84|"cereals and cereal products"|"cereals"|205|"corn"|"cereals, corn grits, yellow, regular and quick, unenriched, dry"|8160|"371,0000"|"8800,0000"|"1600,0000"|"0,0000"|"79600,0000"|"300,0000"|"516,0000"|"155,0000"|"640,0000"|"1200,0000"|"400,0000"|"2,0000"|"0,0000"|"0,0000"|"1,0000"|"27,0000"|"0,1060"|"73,0000"|"137,0000"|"0,0170"|"1,0000"|"0,4100"|"0,0750"|"0,1300"|"0,0000"|"0,0400"|"0,4850"|"0,1470"|"0,0050"|"0,0000"|"0,0000"|"0,0003"|"656,0000"|"437,0000"|"610,0000"|"158,0000"|"1647,0000"|"360,0000"|"765,0000"|"417,0000"|"357,0000"|"268,0000"|"314,0000"|"1076,0000"|"247,0000"|"184,0000"|"431,0000"|"330,0000"|"62,0000"|"444,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
86|"cereals and cereal products"|"cereal products"|270|"breakfast cereal"|"cereals, farina, unenriched, dry"|8172|"369,0249"|"10600,0000"|"1900,0000"|"0,0000"|"78000,0000"|"60,0000"|"220,0000"|"80,0000"|"0,0000"|"500,0000"|"400,0000"|"14,0000"|"0,0000"|"0,0000"|"1,5000"|"13,0000"|"0,6930"|"88,0000"|"94,0000"|"0,0235"|"3,0000"|"0,5300"|"0,0790"|"0,0600"|"0,0000"|"0,1000"|"0,4160"|"0,0580"|"0,0240"|"0,0000"|"0,0000"|"0,0000"|"311,0000"|"390,0000"|"433,0000"|"299,0000"|"3817,0000"|"335,0000"|"1165,0000"|"499,0000"|"278,0000"|"215,0000"|"409,0000"|"724,0000"|"203,0000"|"165,0000"|"514,0000"|"280,0000"|"136,0000"|"451,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
88|"fruits"|"berries"|204|"common grape"|"currants, zante, dried"|9085|"283,0000"|"4080,0000"|"6800,0000"|"0,0000"|"74080,0000"|"47,0000"|"180,0000"|"28,0000"|"67280,0000"|"270,0000"|"2360,0000"|"86,0000"|"0,0000"|"0,0000"|"3,2600"|"41,0000"|"0,4690"|"125,0000"|"892,0000"|"0,0007"|"8,0000"|"0,6600"|"0,4680"|"0,1600"|"0,0000"|"0,1420"|"0,0450"|"0,2960"|"0,0100"|"4,7000"|"0,0000"|"0,0033"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"10,6000"|"0,0000"
89|"fruits"|"other fruits"|393|"jujube"|"jujube, dried"|9147|"287,0459"|"3700,0000"|"0,0000"|"0,0000"|"73600,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"1100,0000"|"1900,0000"|"79,0000"|"0,0000"|"0,0000"|"1,8000"|"37,0000"|"0,3050"|"100,0000"|"531,0000"|"0,0000"|"9,0000"|"0,1900"|"0,2650"|"0,2100"|"0,0000"|"0,3600"|"0,0000"|"0,0000"|"0,0000"|"13,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
90|"fruits"|"tropical fruits"|103|"lichee"|"litchis, dried"|9165|"277,0076"|"3800,0000"|"4600,0000"|"0,0000"|"70700,0000"|"328,0000"|"361,0000"|"270,0000"|"66100,0000"|"1200,0000"|"2000,0000"|"33,0000"|"0,0000"|"0,0000"|"1,7000"|"42,0000"|"0,2340"|"181,0000"|"1110,0000"|"0,0013"|"3,0000"|"0,2800"|"0,6310"|"0,0100"|"0,0000"|"0,5700"|"0,0000"|"0,0900"|"0,0120"|"183,0000"|"0,0000"|"0,0016"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"187,0000"|"42,0000"|"0,0000"|"0,0000"|"33,0000"|"0,0000"|"0,0000"|"0,0000"|"12,7000"|"0,0000"
91|"fruits"|"tropical fruits"|224|"longan"|"longans, dried"|9173|"286,0899"|"4900,0000"|"0,0000"|"0,0000"|"74000,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"400,0000"|"3100,0000"|"45,0000"|"0,0000"|"0,0000"|"5,4000"|"46,0000"|"0,2480"|"196,0000"|"658,0000"|"0,0000"|"48,0000"|"0,2200"|"0,8070"|"0,0400"|"0,0000"|"0,5000"|"0,0000"|"0,0000"|"0,0000"|"28,0000"|"0,0000"|"0,0000"|"585,0000"|"131,0000"|"469,0000"|"0,0000"|"780,0000"|"158,0000"|"158,0000"|"180,0000"|"94,0000"|"45,0000"|"97,0000"|"202,0000"|"172,0000"|"49,0000"|"112,0000"|"128,0000"|"0,0000"|"217,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
92|"fruits"|"fruit products"|791|"fruit salad"|"fruit, mixed, (prune and apricot and pear), dried"|9188|"243,0688"|"2460,0000"|"7800,0000"|"0,0000"|"64060,0000"|"232,0000"|"110,0000"|"40,0000"|"0,0000"|"490,0000"|"1820,0000"|"38,0000"|"0,0000"|"0,0000"|"2,7100"|"39,0000"|"0,2270"|"77,0000"|"796,0000"|"0,0000"|"18,0000"|"0,5000"|"0,3850"|"0,0440"|"0,0000"|"0,1570"|"0,4410"|"0,1590"|"0,0040"|"3,8000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
93|"fruits"|"tropical fruits"|73|"japanese persimmon"|"persimmons, japanese, dried"|9264|"274,0000"|"1380,0000"|"14500,0000"|"0,0000"|"73430,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"590,0000"|"1590,0000"|"25,0000"|"0,0000"|"0,0000"|"0,7400"|"31,0000"|"1,3900"|"81,0000"|"802,0000"|"0,0000"|"2,0000"|"0,4200"|"0,4420"|"0,0000"|"0,0000"|"0,0290"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"68,0000"|"59,0000"|"136,0000"|"30,0000"|"179,0000"|"60,0000"|"53,0000"|"53,0000"|"39,0000"|"27,0000"|"60,0000"|"101,0000"|"78,0000"|"12,0000"|"63,0000"|"71,0000"|"24,0000"|"72,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
94|"vegetables"|"mushrooms"|560|"jews ear"|"pepeao, dried"|11230|"298,2792"|"4820,0000"|"0,0000"|"0,0000"|"81030,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"440,0000"|"2570,0000"|"113,0000"|"0,0000"|"0,0000"|"6,1400"|"146,0000"|"1,1510"|"116,0000"|"708,0000"|"0,0453"|"70,0000"|"7,5200"|"5,0700"|"0,8260"|"0,0000"|"0,3500"|"21,4770"|"0,9500"|"0,1600"|"1,4000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
95|"vegetables"|"mushrooms"|562|"shiitake"|"mushrooms, shiitake, dried"|11268|"296,0000"|"9580,0000"|"11500,0000"|"0,0000"|"75370,0000"|"317,0000"|"151,0000"|"225,0000"|"2210,0000"|"990,0000"|"4560,0000"|"11,0000"|"0,0000"|"0,0000"|"1,7200"|"132,0000"|"1,1760"|"294,0000"|"1534,0000"|"0,0461"|"13,0000"|"7,6600"|"5,1650"|"0,3000"|"0,0000"|"1,2700"|"21,8790"|"0,9650"|"0,1630"|"3,5000"|"0,0000"|"0,0000"|"567,0000"|"648,0000"|"760,0000"|"196,0000"|"2579,0000"|"414,0000"|"414,0000"|"506,0000"|"323,0000"|"159,0000"|"405,0000"|"679,0000"|"343,0000"|"179,0000"|"486,0000"|"497,0000"|"31,0000"|"486,0000"|"0,0000"|"0,0000"|"201,7000"|"0,0000"
96|"vegetables"|"onion-family vegetables"|5|"allium"|"onions, dehydrated flakes"|11284|"349,0000"|"8950,0000"|"9200,0000"|"0,0000"|"83280,0000"|"64,0000"|"180,0000"|"78,0000"|"37410,0000"|"460,0000"|"3380,0000"|"257,0000"|"0,0000"|"0,0000"|"1,5500"|"92,0000"|"1,3890"|"303,0000"|"1622,0000"|"0,0050"|"21,0000"|"1,8900"|"0,4160"|"0,5000"|"0,0000"|"0,1000"|"1,3800"|"1,6000"|"0,1660"|"75,0000"|"0,0000"|"0,0038"|"249,0000"|"1203,0000"|"490,0000"|"160,0000"|"1445,0000"|"372,0000"|"279,0000"|"263,0000"|"222,0000"|"146,0000"|"316,0000"|"314,0000"|"428,0000"|"74,0000"|"229,0000"|"216,0000"|"129,0000"|"206,0000"|"0,0000"|"0,0000"|"53,9000"|"0,0000"
97|"vegetables"|"root vegetables"|261|"daikon radish"|"radishes, oriental, dried"|11432|"271,0325"|"7900,0000"|"23900,0000"|"0,0000"|"63370,0000"|"119,0000"|"325,0000"|"218,0000"|"37320,0000"|"720,0000"|"8330,0000"|"629,0000"|"0,0000"|"0,0000"|"6,7300"|"170,0000"|"0,5390"|"204,0000"|"3494,0000"|"0,0007"|"278,0000"|"2,1300"|"1,6310"|"0,2700"|"0,0000"|"0,6800"|"1,8540"|"0,6180"|"0,2950"|"0,0000"|"0,0000"|"0,0045"|"248,0000"|"456,0000"|"538,0000"|"62,0000"|"1492,0000"|"248,0000"|"202,0000"|"240,0000"|"150,0000"|"149,0000"|"344,0000"|"413,0000"|"393,0000"|"75,0000"|"262,0000"|"326,0000"|"43,0000"|"365,0000"|"0,0000"|"0,0000"|"109,7000"|"0,0000"
98|"vegetables"|"fruit vegetables"|171|"garden tomato"|"tomato powder"|11548|"302,0000"|"12910,0000"|"16500,0000"|"0,0000"|"74680,0000"|"66,0000"|"179,0000"|"62,0000"|"43900,0000"|"440,0000"|"8910,0000"|"166,0000"|"0,0000"|"0,0000"|"4,5600"|"178,0000"|"1,9510"|"295,0000"|"1927,0000"|"0,0053"|"134,0000"|"1,7100"|"1,2410"|"0,9130"|"0,0000"|"0,7610"|"3,7600"|"0,4570"|"0,1200"|"116,7000"|"0,0000"|"0,0488"|"405,0000"|"258,0000"|"1617,0000"|"76,0000"|"5163,0000"|"213,0000"|"283,0000"|"308,0000"|"173,0000"|"204,0000"|"250,0000"|"359,0000"|"370,0000"|"66,0000"|"273,0000"|"295,0000"|"89,0000"|"264,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
99|"aquatic foods"|"seaweed"|285|"agar"|"seaweed, agar, dried"|11663|"306,4054"|"6210,0000"|"7700,0000"|"0,0000"|"80880,0000"|"27,0000"|"102,0000"|"61,0000"|"2970,0000"|"300,0000"|"3930,0000"|"625,0000"|"0,0000"|"0,0000"|"21,4000"|"770,0000"|"4,3000"|"52,0000"|"1125,0000"|"0,0074"|"102,0000"|"5,8000"|"0,6100"|"0,0100"|"0,0000"|"0,2220"|"3,0180"|"0,3030"|"0,5800"|"0,0000"|"0,0000"|"0,0244"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"63,3000"|"0,0000"
100|"aquatic foods"|"seaweed"|490|"spirulina"|"seaweed, spirulina, dried"|11667|"290,0000"|"57470,0000"|"3600,0000"|"0,0000"|"23900,0000"|"675,0000"|"2080,0000"|"2650,0000"|"3100,0000"|"7720,0000"|"6230,0000"|"120,0000"|"0,0000"|"0,0000"|"28,5000"|"195,0000"|"1,9000"|"118,0000"|"1363,0000"|"0,0072"|"1048,0000"|"2,0000"|"6,1000"|"2,3800"|"0,0000"|"3,6700"|"3,4800"|"0,3640"|"0,0940"|"10,1000"|"0,0000"|"0,0255"|"4515,0000"|"4147,0000"|"5793,0000"|"662,0000"|"8386,0000"|"3099,0000"|"2382,0000"|"2998,0000"|"2584,0000"|"1085,0000"|"3209,0000"|"4947,0000"|"3025,0000"|"1149,0000"|"2777,0000"|"2970,0000"|"929,0000"|"3512,0000"|"0,0000"|"0,0000"|"66,0000"|"0,0000"
101|"vegetables"|"root vegetables"|245|"carrot"|"carrot, dehydrated"|11683|"341,0612"|"8100,0000"|"23600,0000"|"0,0000"|"79570,0000"|"76,0000"|"730,0000"|"256,0000"|"38820,0000"|"1490,0000"|"6840,0000"|"212,0000"|"0,0000"|"0,0000"|"3,9300"|"118,0000"|"1,1160"|"346,0000"|"2540,0000"|"0,0086"|"275,0000"|"1,5700"|"0,3700"|"0,5340"|"0,0000"|"0,4170"|"1,4710"|"1,0400"|"0,0550"|"14,6000"|"0,0000"|"0,1080"|"464,0000"|"338,0000"|"1077,0000"|"63,0000"|"1589,0000"|"0,0000"|"228,0000"|"275,0000"|"157,0000"|"126,0000"|"323,0000"|"338,0000"|"315,0000"|"56,0000"|"251,0000"|"299,0000"|"87,0000"|"346,0000"|"0,0000"|"0,0000"|"72,1000"|"0,0000"
103|"vegetables"|"fruit vegetables"|40|"pepper"|"peppers, hot chile, sun-dried"|11962|"324,0918"|"10580,0000"|"28700,0000"|"0,0000"|"69860,0000"|"468,0000"|"3079,0000"|"813,0000"|"41060,0000"|"5810,0000"|"6600,0000"|"45,0000"|"0,0000"|"0,0000"|"6,0400"|"88,0000"|"0,8210"|"159,0000"|"1870,0000"|"0,0035"|"91,0000"|"1,0200"|"0,2280"|"0,0810"|"0,0000"|"1,2050"|"0,9560"|"0,8100"|"0,0510"|"31,4000"|"0,0000"|"0,1082"|"433,0000"|"508,0000"|"1512,0000"|"203,0000"|"1397,0000"|"391,0000"|"460,0000"|"425,0000"|"220,0000"|"215,0000"|"342,0000"|"554,0000"|"471,0000"|"127,0000"|"327,0000"|"389,0000"|"135,0000"|"447,0000"|"0,0000"|"0,0000"|"84,3000"|"0,0000"
104|"vegetables"|"fruit vegetables"|40|"pepper"|"peppers, ancho, dried"|11978|"281,0707"|"11860,0000"|"21600,0000"|"0,0000"|"51420,0000"|"492,0000"|"4511,0000"|"820,0000"|"0,0000"|"8200,0000"|"5890,0000"|"61,0000"|"0,0000"|"0,0000"|"10,9300"|"113,0000"|"1,2790"|"201,0000"|"2411,0000"|"0,0029"|"43,0000"|"1,4200"|"0,5080"|"0,1790"|"0,0000"|"2,2550"|"1,9930"|"3,5350"|"0,0690"|"2,0000"|"0,0000"|"0,0000"|"476,0000"|"554,0000"|"1661,0000"|"219,0000"|"1532,0000"|"425,0000"|"502,0000"|"464,0000"|"245,0000"|"232,0000"|"373,0000"|"605,0000"|"515,0000"|"142,0000"|"361,0000"|"425,0000"|"155,0000"|"489,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
105|"vegetables"|"fruit vegetables"|40|"pepper"|"peppers, pasilla, dried"|11982|"345,0000"|"12350,0000"|"26800,0000"|"0,0000"|"51130,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"15850,0000"|"5820,0000"|"97,0000"|"0,0000"|"0,0000"|"9,8300"|"130,0000"|"1,5800"|"267,0000"|"2222,0000"|"0,0032"|"89,0000"|"1,4000"|"0,4230"|"0,1720"|"0,0000"|"3,1970"|"1,5910"|"4,2280"|"0,1700"|"6,4000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
106|"vegetables"|"mushrooms"|568|"cloud ear fungus"|"fungi, cloud ears, dried"|11988|"284,4168"|"9250,0000"|"70100,0000"|"0,0000"|"73010,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"730,0000"|"2210,0000"|"159,0000"|"0,0000"|"0,0000"|"5,8800"|"83,0000"|"1,9510"|"184,0000"|"754,0000"|"0,0434"|"35,0000"|"1,3200"|"0,1830"|"0,0150"|"0,0000"|"0,8440"|"0,4810"|"0,1120"|"0,0380"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
107|"herbs and spices"|"other seeds"|333|"chia"|"seeds, chia seeds, dried"|12006|"486,1377"|"16540,0000"|"34400,0000"|"0,0000"|"42120,0000"|"2309,0000"|"23665,0000"|"3330,0000"|"0,0000"|"30740,0000"|"4800,0000"|"631,0000"|"0,0000"|"0,0000"|"7,7200"|"335,0000"|"2,7230"|"860,0000"|"407,0000"|"0,0552"|"16,0000"|"4,5800"|"0,9240"|"0,6200"|"0,0000"|"0,1700"|"0,0000"|"0,0000"|"0,0490"|"1,6000"|"0,0000"|"0,0000"|"1044,0000"|"2143,0000"|"1689,0000"|"407,0000"|"3500,0000"|"943,0000"|"776,0000"|"1049,0000"|"563,0000"|"531,0000"|"801,0000"|"1371,0000"|"970,0000"|"588,0000"|"1016,0000"|"709,0000"|"436,0000"|"950,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
108|"herbs and spices"|"oilseed crops"|346|"cottonseed"|"seeds, cottonseed flour, partially defatted (glandless)"|12007|"359,0000"|"40960,0000"|"3000,0000"|"0,0000"|"40540,0000"|"1133,0000"|"2958,0000"|"1588,0000"|"0,0000"|"6200,0000"|"6000,0000"|"478,0000"|"0,0000"|"0,0000"|"12,6600"|"721,0000"|"2,1430"|"1597,0000"|"1772,0000"|"0,0056"|"35,0000"|"11,6900"|"1,1800"|"2,1020"|"0,0000"|"0,3990"|"0,4480"|"0,7690"|"0,2290"|"2,4000"|"0,0000"|"0,0000"|"1901,0000"|"5533,0000"|"4459,0000"|"1074,0000"|"10255,0000"|"1986,0000"|"1747,0000"|"2048,0000"|"1476,0000"|"1291,0000"|"1476,0000"|"2798,0000"|"2079,0000"|"665,0000"|"2550,0000"|"1515,0000"|"618,0000"|"2102,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
109|"herbs and spices"|"oilseed crops"|346|"cottonseed"|"seeds, cottonseed flour, low fat (glandless)"|12008|"332,0000"|"49830,0000"|"0,0000"|"0,0000"|"36100,0000"|"221,0000"|"577,0000"|"310,0000"|"0,0000"|"1410,0000"|"5760,0000"|"474,0000"|"0,0000"|"0,0000"|"12,5800"|"716,0000"|"2,1290"|"1587,0000"|"1761,0000"|"0,0000"|"35,0000"|"11,6100"|"1,1720"|"2,0890"|"0,0000"|"0,3960"|"0,4450"|"0,7640"|"0,2280"|"2,4000"|"0,0000"|"0,0000"|"2313,0000"|"6732,0000"|"5425,0000"|"1307,0000"|"12476,0000"|"2416,0000"|"2125,0000"|"2492,0000"|"1796,0000"|"1570,0000"|"1796,0000"|"3404,0000"|"2529,0000"|"809,0000"|"3103,0000"|"1843,0000"|"752,0000"|"2557,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
110|"herbs and spices"|"other seeds"|406|"lotus"|"seeds, lotus seeds, dried"|12013|"332,0000"|"15410,0000"|"0,0000"|"0,0000"|"64470,0000"|"388,0000"|"1166,0000"|"330,0000"|"0,0000"|"1970,0000"|"3990,0000"|"163,0000"|"0,0000"|"0,0000"|"3,5300"|"210,0000"|"2,3180"|"626,0000"|"1368,0000"|"0,0000"|"5,0000"|"1,0500"|"0,3500"|"0,6400"|"0,0000"|"0,1500"|"0,8510"|"0,6290"|"0,1040"|"0,0000"|"0,0000"|"0,0000"|"892,0000"|"1262,0000"|"1884,0000"|"201,0000"|"3570,0000"|"826,0000"|"1285,0000"|"939,0000"|"375,0000"|"430,0000"|"765,0000"|"1215,0000"|"985,0000"|"267,0000"|"767,0000"|"747,0000"|"221,0000"|"991,0000"|"0,0000"|"0,0000"|"0,0000"|"0,0000"
111|"gourds"|"gourds"|66|"cucurbita"|"seeds, pumpkin and squash seed kernels, dried"|12014|"559,0344"|"30230,0000"|"6000,0000"|"0,0000"|"10710,0000"|"16242,0000"|"20976,0000"|"8659,0000"|"1400,0000"|"49050,0000"|"4780,0000"|"46,0000"|"0,0000"|"0,0000"|"8,8200"|"592,0000"|"4,5430"|"1233,0000"|"809,0000"|"0,0094"|"7,0000"|"7,8100"|"1,3430"|"0,2730"|"0,0000"|"0,1530"|"0,7500"|"0,1430"|"0,0580"|"1,9000"|"0,0000"|"0,0073"|"1485,0000"|"5353,0000"|"2960,0000"|"332,0000"|"6188,0000"|"1843,0000"|"1316,0000"|"1673,0000"|"1093,0000"|"780,0000"|"1281,0000"|"2419,0000"|"1236,0000"|"603,0000"|"1733,0000"|"998,0000"|"576,0000"|"1579,0000"|"0,0000"|"0,0000"|"63,0000"|"0,0000"
